     JOBID  PARTITION                                                                         NAME     USER   STATE           TIME
    253241   scopion4    spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=1_seed2=25_random  aronton PENDING           0:00
    253242   scopion4   spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=26_seed2=50_random  aronton PENDING           0:00
    253243   scopion4   spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=51_seed2=75_random  aronton PENDING           0:00
    253244   scopion4  spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=76_seed2=100_random  aronton PENDING           0:00
    253245   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=101_seed2=125_random  aronton PENDING           0:00
    253246   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=126_seed2=150_random  aronton PENDING           0:00
    253247   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=151_seed2=175_random  aronton PENDING           0:00
    253248   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=176_seed2=200_random  aronton PENDING           0:00
    253249   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=201_seed2=225_random  aronton PENDING           0:00
    253250   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=226_seed2=250_random  aronton PENDING           0:00
    253251   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=251_seed2=275_random  aronton PENDING           0:00
    253252   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=276_seed2=300_random  aronton PENDING           0:00
    253253   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=301_seed2=325_random  aronton PENDING           0:00
    253254   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=326_seed2=350_random  aronton PENDING           0:00
    253255   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=351_seed2=375_random  aronton PENDING           0:00
    253256   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=376_seed2=400_random  aronton PENDING           0:00
    253257   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=401_seed2=425_random  aronton PENDING           0:00
    253258   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=426_seed2=450_random  aronton PENDING           0:00
    253259   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=451_seed2=475_random  aronton PENDING           0:00
    253260   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=476_seed2=500_random  aronton PENDING           0:00
    253261   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=501_seed2=525_random  aronton PENDING           0:00
    253262   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=526_seed2=550_random  aronton PENDING           0:00
    253263   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=551_seed2=575_random  aronton PENDING           0:00
    253264   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=576_seed2=600_random  aronton PENDING           0:00
    253265   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=601_seed2=625_random  aronton PENDING           0:00
    253266   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=626_seed2=650_random  aronton PENDING           0:00
    253267   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=651_seed2=675_random  aronton PENDING           0:00
    253268   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=676_seed2=700_random  aronton PENDING           0:00
    253269   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=701_seed2=725_random  aronton PENDING           0:00
    253270   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=726_seed2=750_random  aronton PENDING           0:00
    253271   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=751_seed2=775_random  aronton PENDING           0:00
    253272   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=776_seed2=800_random  aronton PENDING           0:00
    253273   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=801_seed2=825_random  aronton PENDING           0:00
    253274   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=826_seed2=850_random  aronton PENDING           0:00
    253275   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=851_seed2=875_random  aronton PENDING           0:00
    253276   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=876_seed2=900_random  aronton PENDING           0:00
    253277   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=901_seed2=925_random  aronton PENDING           0:00
    253278   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=926_seed2=950_random  aronton PENDING           0:00
    253279   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=951_seed2=975_random  aronton PENDING           0:00
    253280   scopion4 spin15_L512_Jdis040_Dim030_P10_B40_BC=PBC_Ncore=1_seed1=976_seed2=1000_rando  aronton PENDING           0:00
    253281   scopion4    spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=1_seed2=25_random  aronton PENDING           0:00
    253282   scopion4   spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=26_seed2=50_random  aronton PENDING           0:00
    253283   scopion4   spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=51_seed2=75_random  aronton PENDING           0:00
    253284   scopion4  spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=76_seed2=100_random  aronton PENDING           0:00
    253285   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=101_seed2=125_random  aronton PENDING           0:00
    253286   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=126_seed2=150_random  aronton PENDING           0:00
    253287   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=151_seed2=175_random  aronton PENDING           0:00
    253288   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=176_seed2=200_random  aronton PENDING           0:00
    253289   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=201_seed2=225_random  aronton PENDING           0:00
    253290   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=226_seed2=250_random  aronton PENDING           0:00
    253291   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=251_seed2=275_random  aronton PENDING           0:00
    253292   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=276_seed2=300_random  aronton PENDING           0:00
    253293   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=301_seed2=325_random  aronton PENDING           0:00
    253294   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=326_seed2=350_random  aronton PENDING           0:00
    253295   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=351_seed2=375_random  aronton PENDING           0:00
    253296   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=376_seed2=400_random  aronton PENDING           0:00
    253297   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=401_seed2=425_random  aronton PENDING           0:00
    253298   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=426_seed2=450_random  aronton PENDING           0:00
    253299   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=451_seed2=475_random  aronton PENDING           0:00
    253300   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=476_seed2=500_random  aronton PENDING           0:00
    253301   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=501_seed2=525_random  aronton PENDING           0:00
    253302   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=526_seed2=550_random  aronton PENDING           0:00
    253303   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=551_seed2=575_random  aronton PENDING           0:00
    253304   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=576_seed2=600_random  aronton PENDING           0:00
    253305   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=601_seed2=625_random  aronton PENDING           0:00
    253306   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=626_seed2=650_random  aronton PENDING           0:00
    253307   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=651_seed2=675_random  aronton PENDING           0:00
    253308   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=676_seed2=700_random  aronton PENDING           0:00
    253309   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=701_seed2=725_random  aronton PENDING           0:00
    253310   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=726_seed2=750_random  aronton PENDING           0:00
    253311   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=751_seed2=775_random  aronton PENDING           0:00
    253312   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=776_seed2=800_random  aronton PENDING           0:00
    253313   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=801_seed2=825_random  aronton PENDING           0:00
    253314   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=826_seed2=850_random  aronton PENDING           0:00
    253315   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=851_seed2=875_random  aronton PENDING           0:00
    253316   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=876_seed2=900_random  aronton PENDING           0:00
    253317   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=901_seed2=925_random  aronton PENDING           0:00
    253318   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=926_seed2=950_random  aronton PENDING           0:00
    253319   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=951_seed2=975_random  aronton PENDING           0:00
    253320   scopion4 spin15_L512_Jdis040_Dim031_P10_B40_BC=PBC_Ncore=1_seed1=976_seed2=1000_rando  aronton PENDING           0:00
    253321   scopion4    spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=1_seed2=25_random  aronton PENDING           0:00
    253322   scopion4   spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=26_seed2=50_random  aronton PENDING           0:00
    253323   scopion4   spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=51_seed2=75_random  aronton PENDING           0:00
    253324   scopion4  spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=76_seed2=100_random  aronton PENDING           0:00
    253325   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=101_seed2=125_random  aronton PENDING           0:00
    253326   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=126_seed2=150_random  aronton PENDING           0:00
    253327   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=151_seed2=175_random  aronton PENDING           0:00
    253328   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=176_seed2=200_random  aronton PENDING           0:00
    253329   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=201_seed2=225_random  aronton PENDING           0:00
    253330   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=226_seed2=250_random  aronton PENDING           0:00
    253331   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=251_seed2=275_random  aronton PENDING           0:00
    253332   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=276_seed2=300_random  aronton PENDING           0:00
    253333   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=301_seed2=325_random  aronton PENDING           0:00
    253334   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=326_seed2=350_random  aronton PENDING           0:00
    253335   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=351_seed2=375_random  aronton PENDING           0:00
    253336   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=376_seed2=400_random  aronton PENDING           0:00
    253337   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=401_seed2=425_random  aronton PENDING           0:00
    253338   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=426_seed2=450_random  aronton PENDING           0:00
    253339   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=451_seed2=475_random  aronton PENDING           0:00
    253340   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=476_seed2=500_random  aronton PENDING           0:00
    253341   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=501_seed2=525_random  aronton PENDING           0:00
    253342   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=526_seed2=550_random  aronton PENDING           0:00
    253343   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=551_seed2=575_random  aronton PENDING           0:00
    253344   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=576_seed2=600_random  aronton PENDING           0:00
    253345   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=601_seed2=625_random  aronton PENDING           0:00
    253346   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=626_seed2=650_random  aronton PENDING           0:00
    253347   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=651_seed2=675_random  aronton PENDING           0:00
    253348   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=676_seed2=700_random  aronton PENDING           0:00
    253349   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=701_seed2=725_random  aronton PENDING           0:00
    253350   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=726_seed2=750_random  aronton PENDING           0:00
    253351   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=751_seed2=775_random  aronton PENDING           0:00
    253352   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=776_seed2=800_random  aronton PENDING           0:00
    253353   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=801_seed2=825_random  aronton PENDING           0:00
    253354   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=826_seed2=850_random  aronton PENDING           0:00
    253355   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=851_seed2=875_random  aronton PENDING           0:00
    253356   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=876_seed2=900_random  aronton PENDING           0:00
    253357   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=901_seed2=925_random  aronton PENDING           0:00
    253358   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=926_seed2=950_random  aronton PENDING           0:00
    253359   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=951_seed2=975_random  aronton PENDING           0:00
    253360   scopion4 spin15_L512_Jdis040_Dim032_P10_B40_BC=PBC_Ncore=1_seed1=976_seed2=1000_rando  aronton PENDING           0:00
    253361   scopion4    spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=1_seed2=25_random  aronton PENDING           0:00
    253362   scopion4   spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=26_seed2=50_random  aronton PENDING           0:00
    253363   scopion4   spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=51_seed2=75_random  aronton PENDING           0:00
    253364   scopion4  spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=76_seed2=100_random  aronton PENDING           0:00
    253365   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=101_seed2=125_random  aronton PENDING           0:00
    253366   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=126_seed2=150_random  aronton PENDING           0:00
    253367   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=151_seed2=175_random  aronton PENDING           0:00
    253368   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=176_seed2=200_random  aronton PENDING           0:00
    253369   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=201_seed2=225_random  aronton PENDING           0:00
    253370   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=226_seed2=250_random  aronton PENDING           0:00
    253371   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=251_seed2=275_random  aronton PENDING           0:00
    253372   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=276_seed2=300_random  aronton PENDING           0:00
    253373   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=301_seed2=325_random  aronton PENDING           0:00
    253374   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=326_seed2=350_random  aronton PENDING           0:00
    253375   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=351_seed2=375_random  aronton PENDING           0:00
    253376   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=376_seed2=400_random  aronton PENDING           0:00
    253377   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=401_seed2=425_random  aronton PENDING           0:00
    253378   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=426_seed2=450_random  aronton PENDING           0:00
    253379   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=451_seed2=475_random  aronton PENDING           0:00
    253380   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=476_seed2=500_random  aronton PENDING           0:00
    253381   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=501_seed2=525_random  aronton PENDING           0:00
    253382   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=526_seed2=550_random  aronton PENDING           0:00
    253383   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=551_seed2=575_random  aronton PENDING           0:00
    253384   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=576_seed2=600_random  aronton PENDING           0:00
    253385   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=601_seed2=625_random  aronton PENDING           0:00
    253386   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=626_seed2=650_random  aronton PENDING           0:00
    253387   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=651_seed2=675_random  aronton PENDING           0:00
    253388   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=676_seed2=700_random  aronton PENDING           0:00
    253389   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=701_seed2=725_random  aronton PENDING           0:00
    253390   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=726_seed2=750_random  aronton PENDING           0:00
    253391   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=751_seed2=775_random  aronton PENDING           0:00
    253392   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=776_seed2=800_random  aronton PENDING           0:00
    253393   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=801_seed2=825_random  aronton PENDING           0:00
    253394   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=826_seed2=850_random  aronton PENDING           0:00
    253395   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=851_seed2=875_random  aronton PENDING           0:00
    253396   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=876_seed2=900_random  aronton PENDING           0:00
    253397   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=901_seed2=925_random  aronton PENDING           0:00
    253398   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=926_seed2=950_random  aronton PENDING           0:00
    253399   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=951_seed2=975_random  aronton PENDING           0:00
    253400   scopion4 spin15_L512_Jdis040_Dim033_P10_B40_BC=PBC_Ncore=1_seed1=976_seed2=1000_rando  aronton PENDING           0:00
    253401   scopion4    spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=1_seed2=25_random  aronton PENDING           0:00
    253402   scopion4   spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=26_seed2=50_random  aronton PENDING           0:00
    253403   scopion4   spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=51_seed2=75_random  aronton PENDING           0:00
    253404   scopion4  spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=76_seed2=100_random  aronton PENDING           0:00
    253405   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=101_seed2=125_random  aronton PENDING           0:00
    253406   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=126_seed2=150_random  aronton PENDING           0:00
    253407   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=151_seed2=175_random  aronton PENDING           0:00
    253408   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=176_seed2=200_random  aronton PENDING           0:00
    253409   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=201_seed2=225_random  aronton PENDING           0:00
    253410   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=226_seed2=250_random  aronton PENDING           0:00
    253411   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=251_seed2=275_random  aronton PENDING           0:00
    253412   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=276_seed2=300_random  aronton PENDING           0:00
    253413   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=301_seed2=325_random  aronton PENDING           0:00
    253414   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=326_seed2=350_random  aronton PENDING           0:00
    253415   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=351_seed2=375_random  aronton PENDING           0:00
    253416   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=376_seed2=400_random  aronton PENDING           0:00
    253417   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=401_seed2=425_random  aronton PENDING           0:00
    253418   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=426_seed2=450_random  aronton PENDING           0:00
    253419   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=451_seed2=475_random  aronton PENDING           0:00
    253420   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=476_seed2=500_random  aronton PENDING           0:00
    253421   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=501_seed2=525_random  aronton PENDING           0:00
    253422   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=526_seed2=550_random  aronton PENDING           0:00
    253423   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=551_seed2=575_random  aronton PENDING           0:00
    253424   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=576_seed2=600_random  aronton PENDING           0:00
    253425   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=601_seed2=625_random  aronton PENDING           0:00
    253426   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=626_seed2=650_random  aronton PENDING           0:00
    253427   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=651_seed2=675_random  aronton PENDING           0:00
    253428   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=676_seed2=700_random  aronton PENDING           0:00
    253429   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=701_seed2=725_random  aronton PENDING           0:00
    253430   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=726_seed2=750_random  aronton PENDING           0:00
    253431   scopion4 spin15_L512_Jdis040_Dim034_P10_B40_BC=PBC_Ncore=1_seed1=751_seed2=775_random  aronton PENDING           0:00
